2024-03-14 18:51:08,046 task INFO:select dataset: mnist
2024-03-14 18:51:16,998 task INFO:Epoch: 1, loss = 2.172751
2024-03-14 18:51:17,123 task INFO:Epoch: 1, loss = 2.168328
2024-03-14 18:51:17,222 task INFO:Epoch: 1, loss = 2.167038
2024-03-14 18:51:17,271 task DEBUG:epoch_1 start...
2024-03-14 18:51:17,332 task INFO:Epoch: 2, loss = 2.167153
2024-03-14 18:51:17,454 task INFO:Epoch: 2, loss = 2.167259
2024-03-14 18:51:17,569 task INFO:Epoch: 2, loss = 2.162330
2024-03-14 18:51:17,712 task INFO:Epoch: 2, loss = 2.160563
2024-03-14 18:51:17,845 task INFO:Epoch: 2, loss = 2.157324
2024-03-14 18:51:17,962 task INFO:Epoch: 2, loss = 2.155166
2024-03-14 18:51:18,083 task INFO:Epoch: 2, loss = 2.152869
2024-03-14 18:51:18,205 task INFO:Epoch: 2, loss = 2.151687
2024-03-14 18:51:18,326 task INFO:Epoch: 2, loss = 2.149908
2024-03-14 18:51:18,443 task INFO:Epoch: 2, loss = 2.148782
2024-03-14 18:51:18,560 task INFO:Epoch: 2, loss = 2.141831
2024-03-14 18:51:18,680 task INFO:Epoch: 2, loss = 2.145744
2024-03-14 18:51:18,793 task INFO:Epoch: 2, loss = 2.145274
2024-03-14 18:51:18,926 task INFO:Epoch: 2, loss = 2.140926
2024-03-14 18:51:19,057 task INFO:Epoch: 2, loss = 2.137649
2024-03-14 18:51:19,172 task INFO:Epoch: 2, loss = 2.135540
2024-03-14 18:51:19,287 task INFO:Epoch: 2, loss = 2.131660
2024-03-14 18:51:19,473 task INFO:Epoch: 2, loss = 2.127025
2024-03-14 18:51:19,595 task INFO:Epoch: 2, loss = 2.124630
2024-03-14 18:51:19,714 task INFO:Epoch: 2, loss = 2.122981
2024-03-14 18:51:19,826 task INFO:Epoch: 2, loss = 2.121900
2024-03-14 18:51:19,933 task INFO:Epoch: 2, loss = 2.118461
2024-03-14 18:51:20,060 task INFO:Epoch: 2, loss = 2.117322
2024-03-14 18:51:20,180 task INFO:Epoch: 2, loss = 2.113058
2024-03-14 18:51:20,289 task INFO:Epoch: 2, loss = 2.112129
2024-03-14 18:51:20,405 task INFO:Epoch: 2, loss = 2.110588
2024-03-14 18:51:20,525 task INFO:Epoch: 2, loss = 2.110336
2024-03-14 18:51:20,651 task INFO:Epoch: 2, loss = 2.103508
2024-03-14 18:51:20,770 task INFO:Epoch: 2, loss = 2.103644
2024-03-14 18:51:20,887 task INFO:Epoch: 2, loss = 2.105398
2024-03-14 18:51:21,008 task INFO:Epoch: 2, loss = 2.100417
2024-03-14 18:51:21,133 task INFO:Epoch: 2, loss = 2.101550
2024-03-14 18:51:21,246 task INFO:Epoch: 2, loss = 2.091000
2024-03-14 18:51:21,362 task INFO:Epoch: 2, loss = 2.088806
2024-03-14 18:51:21,482 task INFO:Epoch: 2, loss = 2.086877
2024-03-14 18:51:21,600 task INFO:Epoch: 2, loss = 2.085011
2024-03-14 18:51:21,715 task INFO:Epoch: 2, loss = 2.093411
2024-03-14 18:51:21,829 task INFO:Epoch: 2, loss = 2.083972
2024-03-14 18:51:21,944 task INFO:Epoch: 2, loss = 2.085248
2024-03-14 18:51:22,052 task INFO:Epoch: 2, loss = 2.075597
2024-03-14 18:51:22,172 task INFO:Epoch: 2, loss = 2.079018
2024-03-14 18:51:22,289 task INFO:Epoch: 2, loss = 2.077081
2024-03-14 18:51:22,400 task INFO:Epoch: 2, loss = 2.071862
2024-03-14 18:51:22,526 task INFO:Epoch: 2, loss = 2.070533
2024-03-14 18:51:22,647 task INFO:Epoch: 2, loss = 2.071980
2024-03-14 18:51:22,755 task INFO:Epoch: 2, loss = 2.064017
2024-03-14 18:51:22,866 task INFO:Epoch: 2, loss = 2.064176
2024-03-14 18:51:22,983 task INFO:Epoch: 2, loss = 2.061701
2024-03-14 18:51:23,098 task INFO:Epoch: 2, loss = 2.063584
2024-03-14 18:51:23,214 task INFO:Epoch: 2, loss = 2.056568
2024-03-14 18:51:23,329 task INFO:Epoch: 2, loss = 2.055335
2024-03-14 18:51:23,442 task INFO:Epoch: 2, loss = 2.056201
2024-03-14 18:51:23,563 task INFO:Epoch: 2, loss = 2.049709
2024-03-14 18:51:23,693 task INFO:Epoch: 2, loss = 2.049956
2024-03-14 18:51:23,815 task INFO:Epoch: 2, loss = 2.044328
2024-03-14 18:51:23,940 task INFO:Epoch: 2, loss = 2.039226
2024-03-14 18:51:24,054 task INFO:Epoch: 2, loss = 2.034135
2024-03-14 18:51:24,174 task INFO:Epoch: 2, loss = 2.031665
2024-03-14 18:51:24,271 task INFO:Epoch: 2, loss = 2.028465
2024-03-14 18:51:24,312 task DEBUG:epoch_2 start...
2024-03-14 18:51:24,360 task INFO:Epoch: 3, loss = 2.033383
2024-03-14 18:51:24,468 task INFO:Epoch: 3, loss = 2.037794
2024-03-14 18:51:24,589 task INFO:Epoch: 3, loss = 2.025997
2024-03-14 18:51:24,711 task INFO:Epoch: 3, loss = 2.026875
2024-03-14 18:51:24,827 task INFO:Epoch: 3, loss = 2.023177
2024-03-14 18:51:24,941 task INFO:Epoch: 3, loss = 2.027261
2024-03-14 18:51:25,053 task INFO:Epoch: 3, loss = 2.020045
2024-03-14 18:51:25,174 task INFO:Epoch: 3, loss = 2.019257
2024-03-14 18:51:25,314 task INFO:Epoch: 3, loss = 2.020913
2024-03-14 18:51:25,439 task INFO:Epoch: 3, loss = 2.018598
2024-03-14 18:51:25,560 task INFO:Epoch: 3, loss = 2.012848
2024-03-14 18:51:25,721 task INFO:Epoch: 3, loss = 2.021005
2024-03-14 18:51:25,866 task INFO:Epoch: 3, loss = 2.022405
2024-03-14 18:51:25,997 task INFO:Epoch: 3, loss = 2.014899
2024-03-14 18:51:26,110 task INFO:Epoch: 3, loss = 2.015742
2024-03-14 18:51:26,232 task INFO:Epoch: 3, loss = 2.011770
2024-03-14 18:51:26,348 task INFO:Epoch: 3, loss = 2.006427
2024-03-14 18:51:26,455 task INFO:Epoch: 3, loss = 2.002746
2024-03-14 18:51:26,573 task INFO:Epoch: 3, loss = 1.997776
2024-03-14 18:51:26,691 task INFO:Epoch: 3, loss = 1.995120
2024-03-14 18:51:26,817 task INFO:Epoch: 3, loss = 1.996304
2024-03-14 18:51:26,934 task INFO:Epoch: 3, loss = 1.993765
2024-03-14 18:51:27,049 task INFO:Epoch: 3, loss = 1.993103
2024-03-14 18:51:27,162 task INFO:Epoch: 3, loss = 1.992289
2024-03-14 18:51:27,279 task INFO:Epoch: 3, loss = 1.989377
2024-03-14 18:51:27,393 task INFO:Epoch: 3, loss = 1.989213
2024-03-14 18:51:27,506 task INFO:Epoch: 3, loss = 1.985801
2024-03-14 18:51:27,622 task INFO:Epoch: 3, loss = 1.982109
2024-03-14 18:51:27,735 task INFO:Epoch: 3, loss = 1.980435
2024-03-14 18:51:27,860 task INFO:Epoch: 3, loss = 1.984298
2024-03-14 18:51:27,986 task INFO:Epoch: 3, loss = 1.984957
2024-03-14 18:51:28,100 task INFO:Epoch: 3, loss = 1.977407
2024-03-14 18:51:28,214 task INFO:Epoch: 3, loss = 1.971259
2024-03-14 18:51:28,336 task INFO:Epoch: 3, loss = 1.966436
2024-03-14 18:51:28,457 task INFO:Epoch: 3, loss = 1.965673
2024-03-14 18:51:28,586 task INFO:Epoch: 3, loss = 1.964355
2024-03-14 18:51:28,710 task INFO:Epoch: 3, loss = 1.974780
2024-03-14 18:51:28,896 task INFO:Epoch: 3, loss = 1.961676
2024-03-14 18:51:29,019 task INFO:Epoch: 3, loss = 1.963425
2024-03-14 18:51:29,156 task INFO:Epoch: 3, loss = 1.957393
2024-03-14 18:51:29,293 task INFO:Epoch: 3, loss = 1.963001
2024-03-14 18:51:29,419 task INFO:Epoch: 3, loss = 1.960536
2024-03-14 18:51:29,540 task INFO:Epoch: 3, loss = 1.950853
2024-03-14 18:51:29,659 task INFO:Epoch: 3, loss = 1.951731
2024-03-14 18:51:29,781 task INFO:Epoch: 3, loss = 1.954628
2024-03-14 18:51:29,915 task INFO:Epoch: 3, loss = 1.944262
2024-03-14 18:51:30,035 task INFO:Epoch: 3, loss = 1.949040
2024-03-14 18:51:30,160 task INFO:Epoch: 3, loss = 1.945552
2024-03-14 18:51:30,303 task INFO:Epoch: 3, loss = 1.954012
2024-03-14 18:51:30,432 task INFO:Epoch: 3, loss = 1.940911
2024-03-14 18:51:30,558 task INFO:Epoch: 3, loss = 1.938534
2024-03-14 18:51:30,679 task INFO:Epoch: 3, loss = 1.941481
2024-03-14 18:51:30,811 task INFO:Epoch: 3, loss = 1.935721
2024-03-14 18:51:30,944 task INFO:Epoch: 3, loss = 1.933237
2024-03-14 18:51:31,072 task INFO:Epoch: 3, loss = 1.932354
2024-03-14 18:51:31,182 task INFO:Epoch: 3, loss = 1.926736
2024-03-14 18:51:31,304 task INFO:Epoch: 3, loss = 1.919390
2024-03-14 18:51:31,443 task INFO:Epoch: 3, loss = 1.916339
2024-03-14 18:51:31,540 task INFO:Epoch: 3, loss = 1.911278
2024-03-14 18:51:31,581 task DEBUG:epoch_3 start...
2024-03-14 18:51:31,630 task INFO:Epoch: 4, loss = 1.919618
2024-03-14 18:51:31,762 task INFO:Epoch: 4, loss = 1.921653
2024-03-14 18:51:31,883 task INFO:Epoch: 4, loss = 1.913249
2024-03-14 18:51:31,990 task INFO:Epoch: 4, loss = 1.911794
2024-03-14 18:51:32,101 task INFO:Epoch: 4, loss = 1.909216
2024-03-14 18:51:32,209 task INFO:Epoch: 4, loss = 1.917760
2024-03-14 18:51:32,322 task INFO:Epoch: 4, loss = 1.906624
2024-03-14 18:51:32,424 task INFO:Epoch: 4, loss = 1.907291
2024-03-14 18:51:32,529 task INFO:Epoch: 4, loss = 1.914264
2024-03-14 18:51:32,635 task INFO:Epoch: 4, loss = 1.906148
2024-03-14 18:51:32,734 task INFO:Epoch: 4, loss = 1.897714
2024-03-14 18:51:32,841 task INFO:Epoch: 4, loss = 1.906328
2024-03-14 18:51:32,947 task INFO:Epoch: 4, loss = 1.910689
2024-03-14 18:51:33,054 task INFO:Epoch: 4, loss = 1.899796
2024-03-14 18:51:33,160 task INFO:Epoch: 4, loss = 1.900606
2024-03-14 18:51:33,268 task INFO:Epoch: 4, loss = 1.897362
2024-03-14 18:51:33,378 task INFO:Epoch: 4, loss = 1.892306
2024-03-14 18:51:33,487 task INFO:Epoch: 4, loss = 1.889766
2024-03-14 18:51:33,592 task INFO:Epoch: 4, loss = 1.885734
2024-03-14 18:51:33,694 task INFO:Epoch: 4, loss = 1.884135
2024-03-14 18:51:33,797 task INFO:Epoch: 4, loss = 1.885490
2024-03-14 18:51:33,917 task INFO:Epoch: 4, loss = 1.884157
2024-03-14 18:51:34,026 task INFO:Epoch: 4, loss = 1.880870
2024-03-14 18:51:34,138 task INFO:Epoch: 4, loss = 1.881808
2024-03-14 18:51:34,249 task INFO:Epoch: 4, loss = 1.881281
2024-03-14 18:51:34,356 task INFO:Epoch: 4, loss = 1.879380
2024-03-14 18:51:34,464 task INFO:Epoch: 4, loss = 1.879311
2024-03-14 18:51:34,574 task INFO:Epoch: 4, loss = 1.873773
2024-03-14 18:51:34,684 task INFO:Epoch: 4, loss = 1.871577
2024-03-14 18:51:34,793 task INFO:Epoch: 4, loss = 1.872148
2024-03-14 18:51:34,904 task INFO:Epoch: 4, loss = 1.875262
2024-03-14 18:51:35,014 task INFO:Epoch: 4, loss = 1.870345
2024-03-14 18:51:35,121 task INFO:Epoch: 4, loss = 1.859411
2024-03-14 18:51:35,288 task INFO:Epoch: 4, loss = 1.856643
2024-03-14 18:51:35,395 task INFO:Epoch: 4, loss = 1.856258
2024-03-14 18:51:35,504 task INFO:Epoch: 4, loss = 1.857029
2024-03-14 18:51:35,617 task INFO:Epoch: 4, loss = 1.873553
2024-03-14 18:51:35,726 task INFO:Epoch: 4, loss = 1.852690
2024-03-14 18:51:35,839 task INFO:Epoch: 4, loss = 1.854687
2024-03-14 18:51:35,950 task INFO:Epoch: 4, loss = 1.851667
2024-03-14 18:51:36,061 task INFO:Epoch: 4, loss = 1.855661
2024-03-14 18:51:36,170 task INFO:Epoch: 4, loss = 1.857012
2024-03-14 18:51:36,275 task INFO:Epoch: 4, loss = 1.847299
2024-03-14 18:51:36,380 task INFO:Epoch: 4, loss = 1.843834
2024-03-14 18:51:36,487 task INFO:Epoch: 4, loss = 1.849484
2024-03-14 18:51:36,591 task INFO:Epoch: 4, loss = 1.840759
2024-03-14 18:51:36,701 task INFO:Epoch: 4, loss = 1.845026
2024-03-14 18:51:36,815 task INFO:Epoch: 4, loss = 1.842231
2024-03-14 18:51:36,922 task INFO:Epoch: 4, loss = 1.844014
2024-03-14 18:51:37,033 task INFO:Epoch: 4, loss = 1.836520
2024-03-14 18:51:37,143 task INFO:Epoch: 4, loss = 1.829103
2024-03-14 18:51:37,257 task INFO:Epoch: 4, loss = 1.836161
2024-03-14 18:51:37,372 task INFO:Epoch: 4, loss = 1.830593
2024-03-14 18:51:37,478 task INFO:Epoch: 4, loss = 1.824991
2024-03-14 18:51:37,591 task INFO:Epoch: 4, loss = 1.825379
2024-03-14 18:51:37,702 task INFO:Epoch: 4, loss = 1.816221
2024-03-14 18:51:37,814 task INFO:Epoch: 4, loss = 1.812749
2024-03-14 18:51:37,926 task INFO:Epoch: 4, loss = 1.809099
2024-03-14 18:51:38,013 task INFO:Epoch: 4, loss = 1.805861
2024-03-14 18:51:38,056 task DEBUG:epoch_4 start...
2024-03-14 18:51:38,101 task INFO:Epoch: 5, loss = 1.816723
2024-03-14 18:51:38,205 task INFO:Epoch: 5, loss = 1.817960
2024-03-14 18:51:38,311 task INFO:Epoch: 5, loss = 1.807829
2024-03-14 18:51:38,421 task INFO:Epoch: 5, loss = 1.803264
2024-03-14 18:51:38,525 task INFO:Epoch: 5, loss = 1.803223
2024-03-14 18:51:38,631 task INFO:Epoch: 5, loss = 1.814175
2024-03-14 18:51:38,737 task INFO:Epoch: 5, loss = 1.806160
2024-03-14 18:51:38,841 task INFO:Epoch: 5, loss = 1.805558
2024-03-14 18:51:38,946 task INFO:Epoch: 5, loss = 1.812581
2024-03-14 18:51:39,052 task INFO:Epoch: 5, loss = 1.798059
2024-03-14 18:51:39,159 task INFO:Epoch: 5, loss = 1.791442
2024-03-14 18:51:39,263 task INFO:Epoch: 5, loss = 1.801198
2024-03-14 18:51:39,363 task INFO:Epoch: 5, loss = 1.809507
2024-03-14 18:51:39,471 task INFO:Epoch: 5, loss = 1.798129
2024-03-14 18:51:39,582 task INFO:Epoch: 5, loss = 1.800806
2024-03-14 18:51:39,683 task INFO:Epoch: 5, loss = 1.789726
2024-03-14 18:51:39,792 task INFO:Epoch: 5, loss = 1.787688
2024-03-14 18:51:39,899 task INFO:Epoch: 5, loss = 1.784153
2024-03-14 18:51:40,004 task INFO:Epoch: 5, loss = 1.781261
2024-03-14 18:51:40,108 task INFO:Epoch: 5, loss = 1.783400
2024-03-14 18:51:40,200 task INFO:Epoch: 5, loss = 1.785863
2024-03-14 18:51:40,289 task INFO:Epoch: 5, loss = 1.781258
2024-03-14 18:51:40,380 task INFO:Epoch: 5, loss = 1.780961
2024-03-14 18:51:40,457 task INFO:Epoch: 5, loss = 1.778940
2024-03-14 18:51:40,529 task INFO:Epoch: 5, loss = 1.779271
2024-03-14 18:51:40,609 task INFO:Epoch: 5, loss = 1.776371
2024-03-14 18:51:40,687 task INFO:Epoch: 5, loss = 1.774118
2024-03-14 18:51:40,779 task INFO:Epoch: 5, loss = 1.770108
2024-03-14 18:51:40,868 task INFO:Epoch: 5, loss = 1.767512
2024-03-14 18:51:40,963 task INFO:Epoch: 5, loss = 1.767638
2024-03-14 18:51:41,068 task INFO:Epoch: 5, loss = 1.774052
2024-03-14 18:51:41,208 task INFO:Epoch: 5, loss = 1.766800
2024-03-14 18:51:41,301 task INFO:Epoch: 5, loss = 1.756005
2024-03-14 18:51:41,387 task INFO:Epoch: 5, loss = 1.755081
2024-03-14 18:51:41,474 task INFO:Epoch: 5, loss = 1.754526
2024-03-14 18:51:41,549 task INFO:Epoch: 5, loss = 1.751905
2024-03-14 18:51:41,624 task INFO:Epoch: 5, loss = 1.768780
2024-03-14 18:51:41,707 task INFO:Epoch: 5, loss = 1.746893
2024-03-14 18:51:41,793 task INFO:Epoch: 5, loss = 1.753795
2024-03-14 18:51:41,883 task INFO:Epoch: 5, loss = 1.744907
2024-03-14 18:51:41,964 task INFO:Epoch: 5, loss = 1.752138
2024-03-14 18:51:42,057 task INFO:Epoch: 5, loss = 1.752384
2024-03-14 18:51:42,144 task INFO:Epoch: 5, loss = 1.737465
2024-03-14 18:51:42,219 task INFO:Epoch: 5, loss = 1.741704
2024-03-14 18:51:42,306 task INFO:Epoch: 5, loss = 1.747975
2024-03-14 18:51:42,380 task INFO:Epoch: 5, loss = 1.735289
2024-03-14 18:51:42,460 task INFO:Epoch: 5, loss = 1.738699
2024-03-14 18:51:42,529 task INFO:Epoch: 5, loss = 1.739588
2024-03-14 18:51:42,602 task INFO:Epoch: 5, loss = 1.744578
2024-03-14 18:51:42,672 task INFO:Epoch: 5, loss = 1.734978
2024-03-14 18:51:42,745 task INFO:Epoch: 5, loss = 1.729388
2024-03-14 18:51:42,820 task INFO:Epoch: 5, loss = 1.737063
2024-03-14 18:51:42,901 task INFO:Epoch: 5, loss = 1.726876
2024-03-14 18:51:42,978 task INFO:Epoch: 5, loss = 1.723120
2024-03-14 18:51:43,057 task INFO:Epoch: 5, loss = 1.726033
2024-03-14 18:51:43,132 task INFO:Epoch: 5, loss = 1.717575
2024-03-14 18:51:43,209 task INFO:Epoch: 5, loss = 1.708171
2024-03-14 18:51:43,288 task INFO:Epoch: 5, loss = 1.704341
2024-03-14 18:51:43,354 task INFO:Epoch: 5, loss = 1.705270
2024-03-14 18:51:43,380 task INFO:start test...
2024-03-14 18:51:43,805 task INFO:loss = 1.722859
2024-03-14 18:51:43,850 task INFO:loss = 1.743444
2024-03-14 18:51:43,886 task INFO:loss = 1.727766
2024-03-14 18:51:43,928 task INFO:loss = 1.730717
2024-03-14 18:51:43,964 task INFO:loss = 1.731619
2024-03-14 18:51:44,006 task INFO:loss = 1.706849
2024-03-14 18:51:44,055 task INFO:loss = 1.705592
2024-03-14 18:51:44,101 task INFO:loss = 1.708269
2024-03-14 18:51:44,146 task INFO:loss = 1.699751
2024-03-14 18:51:44,180 task INFO:loss = 1.726104
2024-03-14 18:51:44,892 task INFO:acc score is: 0.9452
